;;левове;
BG412;2008IV;513;
BG412;2008V;542;
BG412;2008VI;539;
BG412;2008VII;517;
BG412;2008VIII;527;
BG412;2008IX;572;
BG412;2008X;542;
BG412;2008XI;561;
BG412;2008XII;568;
BG412;2009I;549;
BG412;2009II;552;
BG412;2009III;568;
BG412;2009IV;574;
BG412;2009V;589;
BG412;2009VI;586;
BG412;2009VII;579;
BG412;2009VIII;565;
BG412;2009IX;595;
BG412;2009X;577;
BG412;2009XI;614;
BG412;2009XII;612;
BG412;2010I;555;
BG412;2010II;552;
BG412;2010III;583;
BG412;2010IV;575;
BG412;2010V;595;
BG412;2010VI;578;
BG412;2010VII;565;
BG412;2010VIII;558;
BG412;2010IX;594;
BG412;2010X;577;
BG412;2010XI;583;
BG412;2010XII;640;
BG412;2011I;678;
BG412;2011II;694;
BG412;2011III;739;
BG412;2011IV;733;
BG412;2011V;752;
BG412;2011VI;723;
BG412;2011VII;712;
BG412;2011VIII;701;
BG412;2011IX;774;
BG412;2011X;723;
BG412;2011XI;769;
BG412;2011XII;768;
BG412;2012I;693;
BG412;2012II;715;
BG412;2012III;770;
BG412;2012IV;746;
BG412;2012V;753;
BG412;2012VI;751;
BG412;2012VII;719;
BG412;2012VIII;727;
BG412;2012IX;802;
BG412;2012X;746;
BG412;2012XI;811;
BG412;2012XII;800;
BG412;2013I;751;
BG412;2013II;733;
BG412;2013III;774;
BG412;2013IV;744;
BG412;2013V;789;
BG412;2013VI;785;
BG412;2013VII;758;
BG412;2013VIII;750;
BG412;2013IX;772;
BG412;2013X;762;
BG412;2013XI;769;
BG412;2013XII;817;
BG412;2014I;848;
BG412;2014II;805;
BG412;2014III;811;
BG412;2014IV;853;
BG412;2014V;829;
BG412;2014VI;810;
BG412;2014VII;850;
BG412;2014VIII;803;
BG412;2014IX;819;
BG412;2014X;861;
BG412;2014XI;833;
BG412;2014XII;877;
BG412;2015I;853;
BG412;2015II;834;
BG412;2015III;846;
BG412;2015IV;899;
BG412;2015V;868;
BG412;2015VI;850;
BG412;2015VII;883;
BG412;2015VIII;842;
BG412;2015IX;855;
BG412;2015X;906;
BG412;2015XI;900;
BG412;2015XII;932;
BG412;2016I;862;
BG412;2016II;877;
BG412;2016III;879;
BG412;2016IV;925;
BG412;2016V;941;
BG412;2016VI;891;
BG412;2016VII;905;
BG412;2016VIII;876;
BG412;2016IX;916;
BG412;2016X;936;
BG412;2016XI;913;
BG412;2016XII;953;
BG412;2017I;966;
BG412;2017II;986;
BG412;2017III;994;
BG412;2017IV;1058;
BG412;2017V;1013;
BG412;2017VI;996;
BG412;2017VII;1007;
BG412;2017VIII;976;
BG412;2017IX;1061;
BG412;2017X;1063;
BG412;2017XI;1046;
BG412;2017XII;1110;
BG412;2018I;1101;
BG412;2018II;1037;
BG412;2018III;1084;
BG412;2018IV;1157;
BG412;2018V;1121;
BG412;2018VI;1077;
BG412;2018VII;1116;
BG412;2018VIII;1057;
BG412;2018IX;1153;
BG412;2018X;1161;
BG412;2018XI;1100;
BG412;2018XII;1172;
BG412;2019I;1156;
BG412;2019II;1115;
BG412;2019III;1145;
BG412;2019IV;1227;
BG412;2019V;1194;
BG412;2019VI;1170;
BG412;2019VII;1173;
BG412;2019VIII;1119;
BG412;2019IX;1187;
BG412;2019X;1181;
BG412;2019XI;1190;
BG412;2019XII;1226;
BG412;2020I;1298;
BG412;2020II;1241;
BG412;2020III;1209;
BG412;2020IV;1265;
BG412;2020V;1248;
BG412;2020VI;1228;
BG412;2020VII;1309;
BG412;2020VIII;1269;
BG412;2020IX;1314;
BG411;2008I;695;
BG411;2008II;663;
BG411;2008III;709;
BG411;2008IV;783;
BG411;2008V;706;
BG411;2008VI;726;
BG411;2008VII;731;
BG411;2008VIII;711;
BG411;2008IX;736;
BG411;2008X;745;
BG411;2008XI;768;
BG411;2008XII;818;
BG411;2009I;770;
BG411;2009II;753;
BG411;2009III;801;
BG411;2009IV;838;
BG411;2009V;795;
BG411;2009VI;806;
BG411;2009VII;800;
BG411;2009VIII;788;
BG411;2009IX;796;
BG411;2009X;807;
BG411;2009XI;820;
BG411;2009XII;867;
BG411;2010I;824;
BG411;2010II;821;
BG411;2010III;858;
BG411;2010IV;869;
BG411;2010V;845;
BG411;2010VI;849;
BG411;2010VII;848;
BG411;2010VIII;839;
BG411;2010IX;851;
BG411;2010X;863;
BG411;2010XI;893;
BG411;2010XII;937;
BG411;2011I;902;
BG411;2011II;905;
BG411;2011III;928;
BG411;2011IV;990;
BG411;2011V;946;
BG411;2011VI;946;
BG411;2011VII;961;
BG411;2011VIII;936;
BG411;2011IX;947;
BG411;2011X;958;
BG411;2011XI;991;
BG411;2011XII;1050;
BG411;2012I;957;
BG411;2012II;958;
BG411;2012III;993;
BG411;2012IV;1009;
BG411;2012V;983;
BG411;2012VI;990;
BG411;2012VII;986;
BG411;2012VIII;974;
BG411;2012IX;985;
BG411;2012X;1020;
BG411;2012XI;1023;
BG411;2012XII;1069;
BG411;2013I;1021;
BG411;2013II;1002;
BG411;2013III;1047;
BG411;2013IV;1079;
BG411;2013V;1043;
BG411;2013VI;1041;
BG411;2013VII;1079;
BG411;2013VIII;1030;
BG411;2013IX;1051;
BG411;2013X;1084;
BG411;2013XI;1078;
BG411;2013XII;1118;
BG411;2014I;1071;
BG411;2014II;1033;
BG411;2014III;1092;
BG411;2014IV;1122;
BG411;2014V;1092;
BG411;2014VI;1083;
BG411;2014VII;1109;
BG411;2014VIII;1063;
BG411;2014IX;1088;
BG411;2014X;1119;
BG411;2014XI;1105;
BG411;2014XII;1150;
BG411;2015I;1184;
BG411;2015II;1146;
BG411;2015III;1219;
BG411;2015IV;1252;
BG411;2015V;1187;
BG411;2015VI;1205;
BG411;2015VII;1220;
BG411;2015VIII;1176;
BG411;2015IX;1209;
BG411;2015X;1236;
BG411;2015XI;1237;
BG411;2015XII;1281;
BG411;2016I;1229;
BG411;2016II;1196;
BG411;2016III;1264;
BG411;2016IV;1300;
BG411;2016V;1246;
BG411;2016VI;1253;
BG411;2016VII;1272;
BG411;2016VIII;1233;
BG411;2016IX;1265;
BG411;2016X;1304;
BG411;2016XI;1293;
BG411;2016XII;1355;
BG411;2017I;1374;
BG411;2017II;1335;
BG411;2017III;1417;
BG411;2017IV;1458;
BG411;2017V;1395;
BG411;2017VI;1401;
BG411;2017VII;1433;
BG411;2017VIII;1366;
BG411;2017IX;1436;
BG411;2017X;1468;
BG411;2017XI;1452;
BG411;2017XII;1528;
BG411;2018I;1460;
BG411;2018II;1404;
BG411;2018III;1505;
BG411;2018IV;1567;
BG411;2018V;1478;
BG411;2018VI;1509;
BG411;2018VII;1527;
BG411;2018VIII;1472;
BG411;2018IX;1513;
BG411;2018X;1550;
BG411;2018XI;1551;
BG411;2018XII;1646;
BG411;2019I;1643;
BG411;2019II;1602;
BG411;2019III;1724;
BG411;2019IV;1771;
BG411;2019V;1685;
BG411;2019VI;1730;
BG411;2019VII;1735;
BG411;2019VIII;1665;
BG411;2019IX;1711;
BG411;2019X;1756;
BG411;2019XI;1745;
BG411;2019XII;1843;
BG411;2020I;1809;
BG411;2020II;1766;
BG411;2020III;1841;
BG411;2020IV;1827;
BG411;2020V;1801;
BG411;2020VI;1838;
BG411;2020VII;1897;
BG411;2020VIII;1799;
BG411;2020IX;1868;
BG425;2008I;378;
BG425;2008II;375;
BG425;2008III;379;
BG425;2008IV;387;
BG425;2008V;389;
BG425;2008VI;395;
BG425;2008VII;398;
BG425;2008VIII;398;
BG425;2008IX;428;
BG425;2008X;417;
BG425;2008XI;416;
BG425;2008XII;419;
BG425;2009I;430;
BG425;2009II;429;
BG425;2009III;444;
BG425;2009IV;441;
BG425;2009V;450;
BG425;2009VI;442;
BG425;2009VII;447;
BG425;2009VIII;443;
BG425;2009IX;482;
BG425;2009X;457;
BG425;2009XI;456;
BG425;2009XII;479;
BG425;2010I;445;
BG425;2010II;440;
BG425;2010III;456;
BG425;2010IV;466;
BG425;2010V;483;
BG425;2010VI;470;
BG425;2010VII;475;
BG425;2010VIII;461;
BG425;2010IX;483;
BG425;2010X;481;
BG425;2010XI;481;
BG425;2010XII;493;
BG425;2011I;454;
BG425;2011II;465;
BG425;2011III;473;
BG425;2011IV;480;
BG425;2011V;496;
BG425;2011VI;480;
BG425;2011VII;471;
BG425;2011VIII;475;
BG425;2011IX;490;
BG425;2011X;504;
BG425;2011XI;508;
BG425;2011XII;525;
BG425;2012I;483;
BG425;2012II;481;
BG425;2012III;509;
BG425;2012IV;530;
BG425;2012V;524;
BG425;2012VI;525;
BG425;2012VII;519;
BG425;2012VIII;512;
BG425;2012IX;512;
BG425;2012X;534;
BG425;2012XI;540;
BG425;2012XII;535;
BG425;2013I;540;
BG425;2013II;545;
BG425;2013III;569;
BG425;2013IV;570;
BG425;2013V;574;
BG425;2013VI;582;
BG425;2013VII;571;
BG425;2013VIII;556;
BG425;2013IX;577;
BG425;2013X;599;
BG425;2013XI;591;
BG425;2013XII;613;
BG425;2014I;579;
BG425;2014II;569;
BG425;2014III;586;
BG425;2014IV;606;
BG425;2014V;619;
BG425;2014VI;616;
BG425;2014VII;603;
BG425;2014VIII;604;
BG425;2014IX;626;
BG425;2014X;625;
BG425;2014XI;630;
BG425;2014XII;635;
BG425;2015I;608;
BG425;2015II;588;
BG425;2015III;608;
BG425;2015IV;622;
BG425;2015V;628;
BG425;2015VI;625;
BG425;2015VII;617;
BG425;2015VIII;622;
BG425;2015IX;645;
BG425;2015X;658;
BG425;2015XI;672;
BG425;2015XII;683;
BG425;2016I;651;
BG425;2016II;658;
BG425;2016III;681;
BG425;2016IV;690;
BG425;2016V;697;
BG425;2016VI;692;
BG425;2016VII;682;
BG425;2016VIII;675;
BG425;2016IX;702;
BG425;2016X;724;
BG425;2016XI;725;
BG425;2016XII;755;
BG425;2017I;664;
BG425;2017II;705;
BG425;2017III;724;
BG425;2017IV;738;
BG425;2017V;745;
BG425;2017VI;797;
BG425;2017VII;739;
BG425;2017VIII;717;
BG425;2017IX;778;
BG425;2017X;797;
BG425;2017XI;832;
BG425;2017XII;859;
BG425;2018I;799;
BG425;2018II;784;
BG425;2018III;813;
BG425;2018IV;896;
BG425;2018V;837;
BG425;2018VI;852;
BG425;2018VII;829;
BG425;2018VIII;871;
BG425;2018IX;847;
BG425;2018X;864;
BG425;2018XI;849;
BG425;2018XII;920;
BG425;2019I;872;
BG425;2019II;889;
BG425;2019III;920;
BG425;2019IV;935;
BG425;2019V;934;
BG425;2019VI;935;
BG425;2019VII;913;
BG425;2019VIII;907;
BG425;2019IX;945;
BG425;2019X;978;
BG425;2019XI;966;
BG425;2019XII;989;
BG425;2020I;1016;
BG425;2020II;1026;
BG425;2020III;1014;
BG425;2020IV;983;
BG425;2020V;996;
BG425;2020VI;1017;
BG425;2020VII;1035;
BG425;2020VIII;1039;
BG425;2020IX;1122;
BG423;2008I;400;
BG423;2008II;401;
BG423;2008III;423;
BG423;2008IV;420;
BG423;2008V;445;
BG423;2008VI;443;
BG423;2008VII;435;
BG423;2008VIII;435;
BG423;2008IX;458;
BG423;2008X;449;
BG423;2008XI;443;
BG423;2008XII;446;
BG423;2009I;445;
BG423;2009II;430;
BG423;2009III;456;
BG423;2009IV;456;
BG423;2009V;484;
BG423;2009VI;476;
BG423;2009VII;473;
BG423;2009VIII;469;
BG423;2009IX;485;
BG423;2009X;483;
BG423;2009XI;479;
BG423;2009XII;504;
BG423;2010I;469;
BG423;2010II;478;
BG423;2010III;481;
BG423;2010IV;495;
BG423;2010V;526;
BG423;2010VI;497;
BG423;2010VII;512;
BG423;2010VIII;503;
BG423;2010IX;526;
BG423;2010X;511;
BG423;2010XI;536;
BG423;2010XII;548;
BG423;2011I;490;
BG423;2011II;486;
BG423;2011III;537;
BG423;2011IV;511;
BG423;2011V;521;
BG423;2011VI;513;
BG423;2011VII;525;
BG423;2011VIII;510;
BG423;2011IX;531;
BG423;2011X;534;
BG423;2011XI;555;
BG423;2011XII;566;
BG423;2012I;535;
BG423;2012II;528;
BG423;2012III;585;
BG423;2012IV;563;
BG423;2012V;604;
BG423;2012VI;568;
BG423;2012VII;576;
BG423;2012VIII;560;
BG423;2012IX;599;
BG423;2012X;585;
BG423;2012XI;616;
BG423;2012XII;626;
BG423;2013I;590;
BG423;2013II;583;
BG423;2013III;636;
BG423;2013IV;605;
BG423;2013V;624;
BG423;2013VI;611;
BG423;2013VII;629;
BG423;2013VIII;601;
BG423;2013IX;631;
BG423;2013X;630;
BG423;2013XI;651;
BG423;2013XII;654;
BG423;2014I;623;
BG423;2014II;616;
BG423;2014III;675;
BG423;2014IV;644;
BG423;2014V;648;
BG423;2014VI;676;
BG423;2014VII;670;
BG423;2014VIII;629;
BG423;2014IX;657;
BG423;2014X;639;
BG423;2014XI;678;
BG423;2014XII;689;
BG423;2015I;639;
BG423;2015II;648;
BG423;2015III;647;
BG423;2015IV;652;
BG423;2015V;659;
BG423;2015VI;682;
BG423;2015VII;678;
BG423;2015VIII;644;
BG423;2015IX;672;
BG423;2015X;668;
BG423;2015XI;685;
BG423;2015XII;721;
BG423;2016I;695;
BG423;2016II;699;
BG423;2016III;738;
BG423;2016IV;721;
BG423;2016V;746;
BG423;2016VI;798;
BG423;2016VII;741;
BG423;2016VIII;721;
BG423;2016IX;750;
BG423;2016X;739;
BG423;2016XI;755;
BG423;2016XII;809;
BG423;2017I;748;
BG423;2017II;758;
BG423;2017III;809;
BG423;2017IV;795;
BG423;2017V;852;
BG423;2017VI;786;
BG423;2017VII;814;
BG423;2017VIII;786;
BG423;2017IX;826;
BG423;2017X;839;
BG423;2017XI;853;
BG423;2017XII;886;
BG423;2018I;810;
BG423;2018II;831;
BG423;2018III;838;
BG423;2018IV;906;
BG423;2018V;862;
BG423;2018VI;859;
BG423;2018VII;878;
BG423;2018VIII;845;
BG423;2018IX;908;
BG423;2018X;887;
BG423;2018XI;907;
BG423;2018XII;946;
BG423;2019I;907;
BG423;2019II;927;
BG423;2019III;985;
BG423;2019IV;1074;
BG423;2019V;970;
BG423;2019VI;941;
BG423;2019VII;933;
BG423;2019VIII;938;
BG423;2019IX;976;
BG423;2019X;994;
BG423;2019XI;999;
BG423;2019XII;1045;
BG423;2020I;1028;
BG423;2020II;1032;
BG423;2020III;999;
BG423;2020IV;1070;
BG423;2020V;1047;
BG423;2020VI;1057;
BG423;2020VII;1071;
BG423;2020VIII;1069;
BG423;2020IX;1117;
BG421;2008I;426;
BG421;2008II;442;
BG421;2008III;453;
BG421;2008IV;459;
BG421;2008V;461;
BG421;2008VI;463;
BG421;2008VII;461;
BG421;2008VIII;465;
BG421;2008IX;485;
BG421;2008X;486;
BG421;2008XI;498;
BG421;2008XII;502;
BG421;2009I;497;
BG421;2009II;497;
BG421;2009III;520;
BG421;2009IV;519;
BG421;2009V;520;
BG421;2009VI;520;
BG421;2009VII;511;
BG421;2009VIII;512;
BG421;2009IX;524;
BG421;2009X;527;
BG421;2009XI;546;
BG421;2009XII;545;
BG421;2010I;532;
BG421;2010II;536;
BG421;2010III;552;
BG421;2010IV;550;
BG421;2010V;559;
BG421;2010VI;559;
BG421;2010VII;558;
BG421;2010VIII;553;
BG421;2010IX;568;
BG421;2010X;571;
BG421;2010XI;601;
BG421;2010XII;587;
BG421;2011I;560;
BG421;2011II;556;
BG421;2011III;583;
BG421;2011IV;586;
BG421;2011V;592;
BG421;2011VI;579;
BG421;2011VII;588;
BG421;2011VIII;588;
BG421;2011IX;597;
BG421;2011X;606;
BG421;2011XI;633;
BG421;2011XII;636;
BG421;2012I;597;
BG421;2012II;613;
BG421;2012III;631;
BG421;2012IV;626;
BG421;2012V;637;
BG421;2012VI;629;
BG421;2012VII;637;
BG421;2012VIII;631;
BG421;2012IX;643;
BG421;2012X;652;
BG421;2012XI;666;
BG421;2012XII;678;
BG421;2013I;629;
BG421;2013II;624;
BG421;2013III;657;
BG421;2013IV;654;
BG421;2013V;672;
BG421;2013VI;650;
BG421;2013VII;654;
BG421;2013VIII;650;
BG421;2013IX;657;
BG421;2013X;676;
BG421;2013XI;681;
BG421;2013XII;696;
BG421;2014I;693;
BG421;2014II;682;
BG421;2014III;709;
BG421;2014IV;723;
BG421;2014V;720;
BG421;2014VI;705;
BG421;2014VII;721;
BG421;2014VIII;702;
BG421;2014IX;726;
BG421;2014X;732;
BG421;2014XI;741;
BG421;2014XII;759;
BG421;2015I;727;
BG421;2015II;721;
BG421;2015III;756;
BG421;2015IV;763;
BG421;2015V;752;
BG421;2015VI;761;
BG421;2015VII;760;
BG421;2015VIII;750;
BG421;2015IX;773;
BG421;2015X;792;
BG421;2015XI;796;
BG421;2015XII;823;
BG421;2016I;801;
BG421;2016II;795;
BG421;2016III;826;
BG421;2016IV;843;
BG421;2016V;844;
BG421;2016VI;832;
BG421;2016VII;844;
BG421;2016VIII;832;
BG421;2016IX;847;
BG421;2016X;858;
BG421;2016XI;861;
BG421;2016XII;872;
BG421;2017I;868;
BG421;2017II;870;
BG421;2017III;912;
BG421;2017IV;910;
BG421;2017V;916;
BG421;2017VI;913;
BG421;2017VII;927;
BG421;2017VIII;901;
BG421;2017IX;943;
BG421;2017X;947;
BG421;2017XI;975;
BG421;2017XII;967;
BG421;2018I;943;
BG421;2018II;928;
BG421;2018III;978;
BG421;2018IV;989;
BG421;2018V;980;
BG421;2018VI;990;
BG421;2018VII;994;
BG421;2018VIII;969;
BG421;2018IX;1009;
BG421;2018X;1013;
BG421;2018XI;1018;
BG421;2018XII;1042;
BG421;2019I;1035;
BG421;2019II;1028;
BG421;2019III;1071;
BG421;2019IV;1108;
BG421;2019V;1090;
BG421;2019VI;1082;
BG421;2019VII;1091;
BG421;2019VIII;1071;
BG421;2019IX;1100;
BG421;2019X;1126;
BG421;2019XI;1144;
BG421;2019XII;1174;
BG421;2020I;1139;
BG421;2020II;1134;
BG421;2020III;1113;
BG421;2020IV;1117;
BG421;2020V;1153;
BG421;2020VI;1177;
BG421;2020VII;1206;
BG421;2020VIII;1181;
BG421;2020IX;1237;
BG424;2008I;383;
BG424;2008II;378;
BG424;2008III;390;
BG424;2008IV;401;
BG424;2008V;402;
BG424;2008VI;401;
BG424;2008VII;413;
BG424;2008VIII;416;
BG424;2008IX;439;
BG424;2008X;423;
BG424;2008XI;413;
BG424;2008XII;410;
BG424;2009I;417;
BG424;2009II;426;
BG424;2009III;441;
BG424;2009IV;444;
BG424;2009V;457;
BG424;2009VI;457;
BG424;2009VII;462;
BG424;2009VIII;468;
BG424;2009IX;488;
BG424;2009X;457;
BG424;2009XI;445;
BG424;2009XII;454;
BG424;2010I;491;
BG424;2010II;475;
BG424;2010III;504;
BG424;2010IV;480;
BG424;2010V;493;
BG424;2010VI;486;
BG424;2010VII;486;
BG424;2010VIII;474;
BG424;2010IX;491;
BG424;2010X;498;
BG424;2010XI;494;
BG424;2010XII;496;
BG424;2011I;483;
BG424;2011II;475;
BG424;2011III;499;
BG424;2011IV;505;
BG424;2011V;520;
BG424;2011VI;518;
BG424;2011VII;507;
BG424;2011VIII;508;
BG424;2011IX;526;
BG424;2011X;518;
BG424;2011XI;528;
BG424;2011XII;525;
BG424;2012I;507;
BG424;2012II;499;
BG424;2012III;526;
BG424;2012IV;531;
BG424;2012V;551;
BG424;2012VI;557;
BG424;2012VII;541;
BG424;2012VIII;535;
BG424;2012IX;551;
BG424;2012X;546;
BG424;2012XI;544;
BG424;2012XII;552;
BG424;2013I;549;
BG424;2013II;547;
BG424;2013III;557;
BG424;2013IV;566;
BG424;2013V;571;
BG424;2013VI;580;
BG424;2013VII;578;
BG424;2013VIII;577;
BG424;2013IX;595;
BG424;2013X;590;
BG424;2013XI;583;
BG424;2013XII;591;
BG424;2014I;583;
BG424;2014II;585;
BG424;2014III;604;
BG424;2014IV;620;
BG424;2014V;629;
BG424;2014VI;634;
BG424;2014VII;627;
BG424;2014VIII;615;
BG424;2014IX;637;
BG424;2014X;627;
BG424;2014XI;626;
BG424;2014XII;629;
BG424;2015I;592;
BG424;2015II;599;
BG424;2015III;617;
BG424;2015IV;622;
BG424;2015V;624;
BG424;2015VI;636;
BG424;2015VII;639;
BG424;2015VIII;624;
BG424;2015IX;655;
BG424;2015X;648;
BG424;2015XI;659;
BG424;2015XII;677;
BG424;2016I;640;
BG424;2016II;655;
BG424;2016III;694;
BG424;2016IV;688;
BG424;2016V;697;
BG424;2016VI;727;
BG424;2016VII;704;
BG424;2016VIII;694;
BG424;2016IX;718;
BG424;2016X;706;
BG424;2016XI;715;
BG424;2016XII;711;
BG424;2017I;674;
BG424;2017II;713;
BG424;2017III;722;
BG424;2017IV;731;
BG424;2017V;758;
BG424;2017VI;758;
BG424;2017VII;750;
BG424;2017VIII;744;
BG424;2017IX;798;
BG424;2017X;786;
BG424;2017XI;788;
BG424;2017XII;818;
BG424;2018I;789;
BG424;2018II;778;
BG424;2018III;822;
BG424;2018IV;834;
BG424;2018V;833;
BG424;2018VI;858;
BG424;2018VII;837;
BG424;2018VIII;816;
BG424;2018IX;872;
BG424;2018X;848;
BG424;2018XI;857;
BG424;2018XII;862;
BG424;2019I;827;
BG424;2019II;847;
BG424;2019III;877;
BG424;2019IV;885;
BG424;2019V;893;
BG424;2019VI;902;
BG424;2019VII;898;
BG424;2019VIII;885;
BG424;2019IX;939;
BG424;2019X;902;
BG424;2019XI;922;
BG424;2019XII;916;
BG424;2020I;927;
BG424;2020II;944;
BG424;2020III;933;
BG424;2020IV;897;
BG424;2020V;932;
BG424;2020VI;992;
BG424;2020VII;994;
BG424;2020VIII;964;
BG424;2020IX;1020;
BG422;2008I;401;
BG422;2008II;391;
BG422;2008III;404;
BG422;2008IV;474;
BG422;2008V;420;
BG422;2008VI;440;
BG422;2008VII;431;
BG422;2008VIII;415;
BG422;2008IX;451;
BG422;2008X;453;
BG422;2008XI;430;
BG422;2008XII;452;
BG422;2009I;425;
BG422;2009II;426;
BG422;2009III;447;
BG422;2009IV;452;
BG422;2009V;452;
BG422;2009VI;434;
BG422;2009VII;437;
BG422;2009VIII;431;
BG422;2009IX;460;
BG422;2009X;453;
BG422;2009XI;454;
BG422;2009XII;472;
BG422;2010I;450;
BG422;2010II;444;
BG422;2010III;463;
BG422;2010IV;478;
BG422;2010V;475;
BG422;2010VI;464;
BG422;2010VII;465;
BG422;2010VIII;461;
BG422;2010IX;484;
BG422;2010X;492;
BG422;2010XI;496;
BG422;2010XII;513;
BG422;2011I;475;
BG422;2011II;468;
BG422;2011III;490;
BG422;2011IV;520;
BG422;2011V;512;
BG422;2011VI;507;
BG422;2011VII;505;
BG422;2011VIII;495;
BG422;2011IX;510;
BG422;2011X;521;
BG422;2011XI;536;
BG422;2011XII;560;
BG422;2012I;493;
BG422;2012II;484;
BG422;2012III;509;
BG422;2012IV;543;
BG422;2012V;532;
BG422;2012VI;519;
BG422;2012VII;536;
BG422;2012VIII;519;
BG422;2012IX;534;
BG422;2012X;545;
BG422;2012XI;526;
BG422;2012XII;562;
BG422;2013I;537;
BG422;2013II;548;
BG422;2013III;571;
BG422;2013IV;558;
BG422;2013V;572;
BG422;2013VI;554;
BG422;2013VII;553;
BG422;2013VIII;544;
BG422;2013IX;574;
BG422;2013X;583;
BG422;2013XI;573;
BG422;2013XII;602;
BG422;2014I;568;
BG422;2014II;557;
BG422;2014III;579;
BG422;2014IV;604;
BG422;2014V;598;
BG422;2014VI;580;
BG422;2014VII;600;
BG422;2014VIII;596;
BG422;2014IX;603;
BG422;2014X;624;
BG422;2014XI;601;
BG422;2014XII;637;
BG422;2015I;591;
BG422;2015II;582;
BG422;2015III;614;
BG422;2015IV;626;
BG422;2015V;628;
BG422;2015VI;619;
BG422;2015VII;632;
BG422;2015VIII;621;
BG422;2015IX;653;
BG422;2015X;684;
BG422;2015XI;640;
BG422;2015XII;678;
BG422;2016I;666;
BG422;2016II;658;
BG422;2016III;679;
BG422;2016IV;704;
BG422;2016V;690;
BG422;2016VI;672;
BG422;2016VII;667;
BG422;2016VIII;658;
BG422;2016IX;689;
BG422;2016X;738;
BG422;2016XI;693;
BG422;2016XII;730;
BG422;2017I;693;
BG422;2017II;680;
BG422;2017III;708;
BG422;2017IV;722;
BG422;2017V;723;
BG422;2017VI;712;
BG422;2017VII;711;
BG422;2017VIII;712;
BG422;2017IX;738;
BG422;2017X;782;
BG422;2017XI;729;
BG422;2017XII;778;
BG422;2018I;755;
BG422;2018II;749;
BG422;2018III;780;
BG422;2018IV;802;
BG422;2018V;797;
BG422;2018VI;781;
BG422;2018VII;790;
BG422;2018VIII;790;
BG422;2018IX;819;
BG422;2018X;831;
BG422;2018XI;797;
BG422;2018XII;881;
BG422;2019I;840;
BG422;2019II;860;
BG422;2019III;882;
BG422;2019IV;888;
BG422;2019V;900;
BG422;2019VI;862;
BG422;2019VII;882;
BG422;2019VIII;891;
BG422;2019IX;921;
BG422;2019X;936;
BG422;2019XI;914;
BG422;2019XII;971;
BG422;2020I;953;
BG422;2020II;972;
BG422;2020III;941;
BG422;2020IV;929;
BG422;2020V;983;
BG422;2020VI;974;
BG422;2020VII;1023;
BG422;2020VIII;991;
BG422;2020IX;1043;
