"oblast","obshtina","godina","naeti","godzaplata"
"София","Мирково","2012","..",".."
"София","Пирдоп","2012","3071","14349"
"София","Правец","2012","1538","6801"
"София","Самоков","2012","7975","6194"
"София","Своге","2012","3316","9709"
"София","Сливница","2012","1293","6413"
"София","Чавдар","2012","..","6279"
"София","Челопеч","2012","1303","20447"
"София (столица)","total","2012","674504","12059"
"София (столица)","Столична","2012","674504","12059"
"Кърджали","total","2012","29757","6266"
"Кърджали","Ардино","2012","1946","5701"
"Кърджали","Джебел","2012","1817","5929"
"Кърджали","Кирково","2012","2587","5203"
"Кърджали","Крумовград","2012","2081","5992"
"Кърджали","Кърджали","2012","17145","6776"
"Кърджали","Момчилград","2012","2892","5536"
"Кърджали","Черноочене","2012","1289","4994"
"Пазарджик","total","2012","60231","6862"
"Пазарджик","Батак","2012","1763","7194"
"Пазарджик","Белово","2012","1537","7067"
"Пазарджик","Брацигово","2012","1098","5288"
"Пазарджик","Велинград","2012","8458","5633"
"Пазарджик","Лесичово","2012","617","5101"
"Пазарджик","Пазарджик","2012","27238","6526"
"Пазарджик","Панагюрище","2012","7319","11396"
"Пазарджик","Пещера","2012","5682","5729"
"Пазарджик","Ракитово","2012","1787","4974"
"Пазарджик","Септември","2012","4099","6622"
"Пазарджик","Стрелча","2012","633","5215"
"Пазарджик","Сърница","2012","",""
"Пловдив","total","2012","205876","7418"
"Пловдив","Асеновград","2012","12003","5855"
"Пловдив","Брезово","2012","940","7149"
"Пловдив","Калояново","2012","1754","5953"
"Пловдив","Карлово","2012","8704","6114"
"Пловдив","Кричим","2012","1330","6564"
"Пловдив","Куклен","2012","939","6974"
"Пловдив","Лъки","2012","1139","9233"
"Пловдив","Марица","2012","10587","7996"
"Пловдив","Перущица","2012","929","5591"
"Пловдив","Пловдив","2012","135581","7903"
"Пловдив","Първомай","2012","4797","5740"
"Пловдив","Раковски","2012","5973","7598"
"Пловдив","Родопи","2012","4235","5663"
"Пловдив","Садово","2012","2318","5584"
"Пловдив","Сопот","2012","6027","6019"
"Пловдив","Стамболийски","2012","3342","6667"
"Пловдив","Съединение","2012","3215","5951"
"Пловдив","Хисаря","2012","2063","5858"
"Смолян","total","2012","31302","6516"
"Смолян","Баните","2012","708","5503"
"Смолян","Борино","2012","750","5751"
"Смолян","Девин","2012","2638","7881"
"Смолян","Доспат","2012","2284","4992"
"Смолян","Златоград","2012","3057","5848"
"Смолян","Мадан","2012","3137","6694"
"Смолян","Неделино","2012","1156","4582"
"Смолян","Рудозем","2012","2421","5836"
"Смолян","Смолян","2012","12574","6791"
"Смолян","Чепеларе","2012","2577","7681"
"Хасково","total","2012","53576","6267"
"Хасково","Димитровград","2012","13054","6734"
"Хасково","Ивайловград","2012","1084","5575"
"Хасково","Любимец","2012","1326","5760"
"Хасково","Маджарово","2012","155","5959"
"Хасково","Минерални бани","2012","660","4613"
"Хасково","Свиленград","2012","5171","6261"
"Хасково","Симеоновград","2012","817","5583"
"Хасково","Стамболово","2012","663","5653"
"Хасково","Тополовград","2012","1297","6219"
"Хасково","Харманли","2012","4085","5554"
"Хасково","Хасково","2012","25264","6285"
"Видин","total","2013","17665","6195"
"Видин","Белоградчик","2013","980","5903"
"Видин","Бойница","2013","231","5096"
"Видин","Брегово","2013","744","5529"
"Видин","Видин","2013","12589","6334"
"Видин","Грамада","2013","371","6479"
"Видин","Димово","2013","727","5705"
"Видин","Кула","2013","772","6736"
"Видин","Макреш","2013","172","5038"
"Видин","Ново село","2013","357","5395"
"Видин","Ружинци","2013","380","5571"
"Видин","Чупрене","2013","342","5747"
"Враца","total","2013","40214","9383"
"Враца","Борован","2013","546","5744"
"Враца","Бяла Слатина","2013","3891","6074"
"Враца","Враца","2013","18122","7036"
"Враца","Козлодуй","2013","8753","19280"
"Враца","Криводол","2013","1044","6382"
"Враца","Мездра","2013","3550","6099"
"Враца","Мизия","2013","1011","5415"
"Враца","Оряхово","2013","1385","7078"
"Враца","Роман","2013","1027","5811"
"Враца","Хайредин","2013","885","5201"
"Ловеч","total","2013","34704","6940"
"Ловеч","Априлци","2013","702","6154"
"Ловеч","Летница","2013","1010","6732"
"Ловеч","Ловеч","2013","14288","7369"
"Ловеч","Луковит","2013","3042","6695"
"Ловеч","Тетевен","2013","3404","6088"
"Ловеч","Троян","2013","10146","6687"
"Ловеч","Угърчин","2013","914","5431"
"Ловеч","Ябланица","2013","1198","8789"
"Монтана","total","2013","29069","6995"
"Монтана","Берковица","2013","3262","6717"
"Монтана","Бойчиновци","2013","924","6342"
"Монтана","Брусарци","2013","479","5379"
"Монтана","Вълчедръм","2013","1000","5986"
"Монтана","Вършец","2013","1283","6340"
"Монтана","Георги Дамяново","2013","541","5685"
"Монтана","Лом","2013","5557","6895"
"Монтана","Медковец","2013","426","6063"
"Монтана","Монтана","2013","14319","7440"
"Монтана","Чипровци","2013","706","6677"
"Монтана","Якимово","2013","572","6455"
"Плевен","total","2013","61317","7046"
"Плевен","Белене","2013","1724","7392"
"Плевен","Гулянци","2013","1069","6174"
"Плевен","Долна Митрополия","2013","2303","6408"
"Плевен","Долни Дъбник","2013","1933","7338"
"Плевен","Искър","2013","817","5275"
"Плевен","Кнежа","2013","2407","6659"
"Плевен","Левски","2013","3453","6307"
"Плевен","Никопол","2013","1433","6368"
"Плевен","Плевен","2013","41213","7279"
"Плевен","Пордим","2013","991","6773"
"Плевен","Червен бряг","2013","3974","6514"
"Велико Търново","total","2013","67813","7262"
"Велико Търново","Велико Търново","2013","31255","7743"
"Велико Търново","Горна Оряховица","2013","11960","7139"
"Велико Търново","Елена","2013","1907","5910"
"Велико Търново","Златарица","2013","554","5461"
"Велико Търново","Лясковец","2013","3941","7249"
"Велико Търново","Павликени","2013","4657","6827"
"Велико Търново","Полски Тръмбеш","2013","1767","6071"
"Велико Търново","Свищов","2013","8861","6943"
"Велико Търново","Стражица","2013","2484","6428"
"Велико Търново","Сухиндол","2013","427","5355"
"Габрово","total","2013","39233","7912"
"Габрово","Габрово","2013","20484","7506"
"Габрово","Дряново","2013","2264","7712"
"Габрово","Севлиево","2013","13256","9040"
"Габрово","Трявна","2013","3229","5970"
"Разград","total","2013","27070","7533"
"Разград","Завет","2013","1208","5922"
"Разград","Исперих","2013","4915","7028"
"Разград","Кубрат","2013","2573","6220"
"Разград","Лозница","2013","922","6124"
"Разград","Разград","2013","15499","8239"
"Разград","Самуил","2013","1260","6933"
"Разград","Цар Калоян","2013","693","6011"
"Русе","total","2013","70612","7589"
"Русе","Борово","2013","788","7043"
"Русе","Бяла","2013","3190","6489"
"Русе","Ветово","2013","2543","7889"
"Русе","Две могили","2013","1418","6369"
"Русе","Иваново","2013","1071","7187"
"Русе","Русе","2013","59166","7688"
"Русе","Сливо поле","2013","1703","8017"
"Русе","Ценово","2013","733","5901"
"Силистра","total","2013","21150","6880"
"Силистра","Алфатар","2013","503","5978"
"Силистра","Главиница","2013","1029","7142"
"Силистра","Дулово","2013","3126","6237"
"Силистра","Кайнарджа","2013","453","7136"
"Силистра","Силистра","2013","12542","7161"
"Силистра","Ситово","2013","881","6201"
"Силистра","Тутракан","2013","2616","6556"
"Варна","total","2013","149368","8922"
"Варна","Аврен","2013","1034","6589"
"Варна","Аксаково","2013","3308","6981"
"Варна","Белослав","2013","2837","11186"
"Варна","Бяла","2013","959","7041"
"Варна","Варна","2013","125752","8913"
"Варна","Ветрино","2013","777","6468"
"Варна","Вълчи дол","2013","1661","7335"
"Варна","Девня","2013","5308","13525"
"Варна","Долни чифлик","2013","1951","6777"
"Варна","Дългопол","2013","1719","6206"
"Варна","Провадия","2013","3005","7299"
"Варна","Суворово","2013","1057","7943"
"Добрич","total","2013","42442","7164"
"Добрич","Балчик","2013","6709","7536"
"Добрич","Генерал Тошево","2013","3294","6389"
"Добрич","Добрич-селска","2013","2900","8196"
"Добрич","Добрич","2013","22069","6931"
"Добрич","Каварна","2013","3322","8011"
"Добрич","Крушари","2013","517","6887"
"Добрич","Тервел","2013","2702","6865"
"Добрич","Шабла","2013","929","7509"
"Търговище","total","2013","27842","7195"
"Търговище","Антоново","2013","602","5617"
"Търговище","Омуртаг","2013","2733","5813"
"Търговище","Опака","2013","751","5781"
"Търговище","Попово","2013","6008","6606"
"Търговище","Търговище","2013","17748","7718"
"Шумен","total","2013","42617","7405"
"Шумен","Велики Преслав","2013","2456","6235"
"Шумен","Венец","2013","852","5800"
"Шумен","Върбица","2013","985","5654"
"Шумен","Каолиново","2013","1182","5435"
"Шумен","Каспичан","2013","2105","8018"
"Шумен","Никола Козлево","2013","809","5798"
"Шумен","Нови пазар","2013","3481","6578"
"Шумен","Смядово","2013","733","5736"
"Шумен","Хитрино","2013","644","6478"
"Шумен","Шумен","2013","29370","7849"
"Бургас","total","2013","122348","8212"
"Бургас","Айтос","2013","3599","6274"
"Бургас","Бургас","2013","72864","9349"
"Бургас","Камено","2013","1307","7274"
"Бургас","Карнобат","2013","7583","6984"
"Бургас","Малко Търново","2013","596","7050"
"Бургас","Несебър","2013","16788","6360"
"Бургас","Поморие","2013","5547","6549"
"Бургас","Приморско","2013","2392","5784"
"Бургас","Руен","2013","2885","5616"
"Бургас","Созопол","2013","3183","6264"
"Бургас","Средец","2013","2184","8976"
"Бургас","Сунгурларе","2013","1447","6402"
"Бургас","Царево","2013","1973","6211"
"Сливен","total","2013","36868","6999"
"Сливен","Котел","2013","1819","6285"
"Сливен","Нова Загора","2013","5843","6749"
"Сливен","Сливен","2013","27755","7126"
"Сливен","Твърдица","2013","1451","6459"
"Стара Загора","total","2013","101303","9414"
"Стара Загора","Братя Даскалови","2013","1160","6268"
"Стара Загора","Гурково","2013","1154","7868"
"Стара Загора","Гълъбово","2013","7143","15333"
"Стара Загора","Казанлък","2013","22052","7204"
"Стара Загора","Мъглиж","2013","1180","7287"
"Стара Загора","Николаево","2013","424","6462"
"Стара Загора","Опан","2013","399","6663"
"Стара Загора","Павел баня","2013","2083","7631"
"Стара Загора","Раднево","2013","12203","18058"
"Стара Загора","Стара Загора","2013","50076","7823"
"Стара Загора","Чирпан","2013","3429","7543"
"Ямбол","total","2013","30294","7111"
"Ямбол","Болярово","2013","580","5755"
"Ямбол","Елхово","2013","2383","6823"
"Ямбол","Стралджа","2013","1820","6325"
"Ямбол","Тунджа","2013","3169","7413"
"Ямбол","Ямбол","2013","22342","7199"
"Благоевград","total","2013","88589","6566"
"Благоевград","Банско","2013","4794","6774"
"Благоевград","Белица","2013","1641","5042"
"Благоевград","Благоевград","2013","27449","7801"
"Благоевград","Гоце Делчев","2013","11545","6374"
"Благоевград","Гърмен","2013","1579","5766"
"Благоевград","Кресна","2013","1170","5523"
"Благоевград","Петрич","2013","15306","5502"
"Благоевград","Разлог","2013","5632","6929"
"Благоевград","Сандански","2013","10447","6070"
"Благоевград","Сатовча","2013","3060","5724"
"Благоевград","Симитли","2013","1744","5892"
"Благоевград","Струмяни","2013","917","5592"
"Благоевград","Хаджидимово","2013","2004","5566"
"Благоевград","Якоруда","2013","1301","5255"
"Кюстендил","total","2013","30696","6880"
"Кюстендил","Бобов дол","2013","4908","8866"
"Кюстендил","Бобошево","2013","257","5175"
"Кюстендил","Дупница","2013","9623","7085"
"Кюстендил","Кочериново","2013","623","5143"
"Кюстендил","Кюстендил","2013","13075","6215"
"Кюстендил","Невестино","2013","348","6150"
"Кюстендил","Рила","2013","720","6451"
"Кюстендил","Сапарева баня","2013","1043","5950"
"Кюстендил","Трекляно","2013","99","6394"
"Перник","total","2013","27239","6719"
"Перник","Брезник","2013","1051","5929"
"Перник","Земен","2013","364","7134"
"Перник","Ковачевци","2013","221","4837"
"Перник","Перник","2013","21302","6778"
"Перник","Радомир","2013","3662","6780"
"Перник","Трън","2013","639","6101"
"София","total","2013","59393","9252"
"София","Антон","2013","176","6125"
"София","Божурище","2013","1812","7012"
"София","Ботевград","2013","10515","8656"
"София","Годеч","2013","1372","8455"
"София","Горна Малина","2013","711","7337"
"София","Долна баня","2013","592","6910"
"София","Драгоман","2013","1246","7799"
"София","Елин Пелин","2013","7277","11603"
"София","Етрополе","2013","2626","6523"
"София","Златица","2013","914","6341"
"София","Ихтиман","2013","3452","7211"
"София","Копривщица","2013","391","6001"
"София","Костенец","2013","2416","6272"
"София","Костинброд","2013","5530","10581"
"София","Мирково","2013","..",".."
"София","Пирдоп","2013","3042","14801"
"София","Правец","2013","1555","7011"
"София","Самоков","2013","7977","6415"
"София","Своге","2013","3174","8764"
"София","Сливница","2013","1300","6983"
"София","Чавдар","2013","..","6809"
"София","Челопеч","2013","1206","21974"
"София (столица)","total","2013","679356","12851"
"София (столица)","Столична","2013","679356","12851"
"Кърджали","total","2013","29835","6842"
"Кърджали","Ардино","2013","2029","5883"
"Кърджали","Джебел","2013","1791","6499"
"Кърджали","Кирково","2013","2626","5700"
"Кърджали","Крумовград","2013","2053","6841"
"Кърджали","Кърджали","2013","17260","7378"
"Кърджали","Момчилград","2013","2884","6129"
"Кърджали","Черноочене","2013","1192","5460"
"Пазарджик","total","2013","59845","7264"
"Пазарджик","Батак","2013","1710","7568"
"Пазарджик","Белово","2013","1396","7280"
"Пазарджик","Брацигово","2013","1082","5479"
"Пазарджик","Велинград","2013","8182","6119"
"Пазарджик","Лесичово","2013","621","5589"
"Пазарджик","Пазарджик","2013","27360","6844"
"Пазарджик","Панагюрище","2013","7470","11804"
"Пазарджик","Пещера","2013","5646","6307"
"Пазарджик","Ракитово","2013","1749","5515"
"Пазарджик","Септември","2013","4034","6951"
"Пазарджик","Стрелча","2013","595","5569"
"Пазарджик","Сърница","2013","",""
"Пловдив","total","2013","203933","7922"
"Пловдив","Асеновград","2013","11961","6257"
"Пловдив","Брезово","2013","936","7755"
"Пловдив","Калояново","2013","1712","6938"
"Пловдив","Карлово","2013","8206","6580"
"Пловдив","Кричим","2013","1391","7185"
"Пловдив","Куклен","2013","982","7468"
"Пловдив","Лъки","2013","1140","9515"
"Пловдив","Марица","2013","11026","8502"
"Пловдив","Перущица","2013","912","6141"
"Пловдив","Пловдив","2013","134476","8369"
"Пловдив","Първомай","2013","4903","6476"
"Пловдив","Раковски","2013","5497","8131"
"Пловдив","Родопи","2013","4497","6458"
"Пловдив","Садово","2013","2237","6095"
"Пловдив","Сопот","2013","5100","6849"
"Пловдив","Стамболийски","2013","3052","7340"
"Пловдив","Съединение","2013","3779","6305"
"Пловдив","Хисаря","2013","2126","6818"
"Смолян","total","2013","32216","6800"
"Смолян","Баните","2013","670","5527"
"Смолян","Борино","2013","705","5191"
"Смолян","Девин","2013","2667","8453"
"Смолян","Доспат","2013","2418","5437"
"Смолян","Златоград","2013","3322","6202"
"Смолян","Мадан","2013","3060","6756"
"Смолян","Неделино","2013","1312","4868"
"Смолян","Рудозем","2013","2410","6207"
"Смолян","Смолян","2013","12994","7084"
"Смолян","Чепеларе","2013","2658","8013"
"Хасково","total","2013","53372","6581"
"Хасково","Димитровград","2013","12863","7009"
"Хасково","Ивайловград","2013","1170","5666"
"Хасково","Любимец","2013","1339","6528"
"Хасково","Маджарово","2013","151","6049"
"Хасково","Минерални бани","2013","699","4960"
"Хасково","Свиленград","2013","5348","6647"
"Хасково","Симеоновград","2013","922","5851"
"Хасково","Стамболово","2013","573","6472"
"Хасково","Тополовград","2013","1449","6241"
"Хасково","Харманли","2013","4098","5849"
"Хасково","Хасково","2013","24760","6610"
"Видин","total","2014","17162","6663"
"Видин","Белоградчик","2014","923","6404"
"Видин","Бойница","2014","158","6803"
"Видин","Брегово","2014","575","6423"
"Видин","Видин","2014","12850","6691"
"Видин","Грамада","2014","319","6782"
"Видин","Димово","2014","628","6480"
"Видин","Кула","2014","694","7523"
"Видин","Макреш","2014","140","6003"
"Видин","Ново село","2014","287","6191"
"Видин","Ружинци","2014","329","5863"
"Видин","Чупрене","2014","259","6499"
"Враца","total","2014","38608","9861"
"Враца","Борован","2014","496","6051"
"Враца","Бяла Слатина","2014","3530","6504"
"Враца","Враца","2014","18346","7289"
"Враца","Козлодуй","2014","8304","20273"
"Враца","Криводол","2014","942","6806"
"Враца","Мездра","2014","3372","6557"
"Враца","Мизия","2014","900","6210"
"Враца","Оряхово","2014","1226","7434"
"Враца","Роман","2014","996","6251"
"Враца","Хайредин","2014","496","6156"
"Ловеч","total","2014","33989","7487"
"Ловеч","Априлци","2014","734","6464"
"Ловеч","Летница","2014","1034","7907"
"Ловеч","Ловеч","2014","14192","7993"
"Ловеч","Луковит","2014","2861","6989"
"Ловеч","Тетевен","2014","3251","6350"
"Ловеч","Троян","2014","10033","7190"
"Ловеч","Угърчин","2014","746","6648"
"Ловеч","Ябланица","2014","1138","9134"
"Монтана","total","2014","28092","7449"
"Монтана","Берковица","2014","3113","7213"
"Монтана","Бойчиновци","2014","818","6991"
"Монтана","Брусарци","2014","394","5849"
"Монтана","Вълчедръм","2014","924","7620"
"Монтана","Вършец","2014","1149","7079"
"Монтана","Георги Дамяново","2014","438","6033"
"Монтана","Лом","2014","5388","7046"
"Монтана","Медковец","2014","366","6646"
"Монтана","Монтана","2014","14324","7836"
"Монтана","Чипровци","2014","708","6804"
"Монтана","Якимово","2014","470","7522"
"Плевен","total","2014","59797","7400"
"Плевен","Белене","2014","1665","7477"
"Плевен","Гулянци","2014","1103","6360"
"Плевен","Долна Митрополия","2014","2269","6683"
"Плевен","Долни Дъбник","2014","1921","7696"
"Плевен","Искър","2014","702","5886"
"Плевен","Кнежа","2014","2323","7466"
"Плевен","Левски","2014","3189","6736"
"Плевен","Никопол","2014","1306","6830"
"Плевен","Плевен","2014","40478","7584"
"Плевен","Пордим","2014","982","7272"
"Плевен","Червен бряг","2014","3859","7023"
"Велико Търново","total","2014","67472","7662"
"Велико Търново","Велико Търново","2014","30717","8135"
"Велико Търново","Горна Оряховица","2014","11869","7550"
"Велико Търново","Елена","2014","1872","5901"
"Велико Търново","Златарица","2014","490","5880"
"Велико Търново","Лясковец","2014","4814","7734"
"Велико Търново","Павликени","2014","4579","7152"
"Велико Търново","Полски Тръмбеш","2014","1586","6471"
"Велико Търново","Свищов","2014","8716","7346"
"Велико Търново","Стражица","2014","2418","6919"
"Велико Търново","Сухиндол","2014","411","6386"
"Габрово","total","2014","38990","8283"
"Габрово","Габрово","2014","19963","7832"
"Габрово","Дряново","2014","2232","8328"
"Габрово","Севлиево","2014","13534","9431"
"Габрово","Трявна","2014","3261","6230"
"Разград","total","2014","26490","8351"
"Разград","Завет","2014","1179","6069"
"Разград","Исперих","2014","4959","7443"
"Разград","Кубрат","2014","2367","6670"
"Разград","Лозница","2014","966","6775"
"Разград","Разград","2014","15272","9348"
"Разград","Самуил","2014","1071","7362"
"Разград","Цар Калоян","2014","676","6182"
"Русе","total","2014","69431","8028"
"Русе","Борово","2014","777","7246"
"Русе","Бяла","2014","3084","6992"
"Русе","Ветово","2014","2367","8666"
"Русе","Две могили","2014","1290","6841"
"Русе","Иваново","2014","1022","7764"
"Русе","Русе","2014","58527","8105"
"Русе","Сливо поле","2014","1754","8420"
"Русе","Ценово","2014","610","6341"
"Силистра","total","2014","20767","7215"
"Силистра","Алфатар","2014","464","6406"
"Силистра","Главиница","2014","975","7496"
"Силистра","Дулово","2014","3022","6403"
"Силистра","Кайнарджа","2014","528","6874"
"Силистра","Силистра","2014","12540","7543"
"Силистра","Ситово","2014","833","6339"
"Силистра","Тутракан","2014","2405","6955"
"Варна","total","2014","151621","9272"
"Варна","Аврен","2014","1427","7924"
"Варна","Аксаково","2014","3389","7606"
"Варна","Белослав","2014","2688","11405"
"Варна","Бяла","2014","1015","7529"
"Варна","Варна","2014","127547","9218"
"Варна","Ветрино","2014","772","7084"
"Варна","Вълчи дол","2014","1457","7968"
"Варна","Девня","2014","5527","14259"
"Варна","Долни чифлик","2014","1960","6691"
"Варна","Дългопол","2014","1645","7299"
"Варна","Провадия","2014","3067","7670"
"Варна","Суворово","2014","1127","8887"
"Добрич","total","2014","41827","7581"
"Добрич","Балчик","2014","6747","8293"
"Добрич","Генерал Тошево","2014","2865","7066"
"Добрич","Добрич-селска","2014","2741","8570"
"Добрич","Добрич","2014","22014","7202"
"Добрич","Каварна","2014","3333","8686"
"Добрич","Крушари","2014","493","7274"
"Добрич","Тервел","2014","2748","6957"
"Добрич","Шабла","2014","886","8089"
"Търговище","total","2014","27999","7465"
"Търговище","Антоново","2014","510","6517"
"Търговище","Омуртаг","2014","2628","6258"
"Търговище","Опака","2014","764","6420"
"Търговище","Попово","2014","6015","7010"
"Търговище","Търговище","2014","18082","7861"
"Шумен","total","2014","41797","7968"
"Шумен","Велики Преслав","2014","2337","6630"
"Шумен","Венец","2014","686","6617"
"Шумен","Върбица","2014","854","5915"
"Шумен","Каолиново","2014","1113","5658"
"Шумен","Каспичан","2014","2232","8500"
"Шумен","Никола Козлево","2014","570","7020"
"Шумен","Нови пазар","2014","3152","7189"
"Шумен","Смядово","2014","596","6325"
"Шумен","Хитрино","2014","627","7249"
"Шумен","Шумен","2014","29630","8359"
"Бургас","total","2014","124729","8834"
"Бургас","Айтос","2014","3516","6339"
"Бургас","Бургас","2014","74850","10196"
"Бургас","Камено","2014","1247","7294"
"Бургас","Карнобат","2014","8391","6994"
"Бургас","Малко Търново","2014","626","7175"
"Бургас","Несебър","2014","16799","6818"
"Бургас","Поморие","2014","5442","6642"
"Бургас","Приморско","2014","2363","6001"
"Бургас","Руен","2014","2825","5945"
"Бургас","Созопол","2014","3190","6587"
"Бургас","Средец","2014","2095","9288"
"Бургас","Сунгурларе","2014","1373","6723"
